file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z
t073.tif,Cell type 1_11011,287.51,140.612,23.26385714285714285714285714,22.1432,20.2466,20.7974,12.4675,10.1117,13.5427
t073.tif,Cell type 1_10000,115.283,258.803,13.91602857142857142857142857,22.1922,23.4886,21.4478,9.1204,8.61283,12.0658
t073.tif,Cell type 1_10001,152.986,291.889,20.771,22.156,23.6587,20.9989,9.02671,9.52482,12.192
t073.tif,Cell type 1_21000,304.285,110.336,15.09928571428571428571428571,23.2409,22.2587,20.1455,12.6163,6.45735,13.2518
t073.tif,Cell type 1_21001,366.238,140.521,21.65614285714285714285714286,23.2187,22.2412,21.5852,13.6493,7.7337,13.1804
t073.tif,Cell type 1_20010,265.862,237.259,9.069714285714285714285714286,22.4784,19.4381,20.0329,10.3338,3.19787,9.28612
t073.tif,Cell type 1_20011,333.899,279.76,9.414085714285714285714285714,23.2661,18.9093,20.9629,10.9253,3.06075,9.51729
t073.tif,Cell type 1_10110,228.588,376.362,11.13892857142857142857142857,23.2136,24.5581,22.94,10.7049,11.1551,7.73278
t073.tif,Cell type 1_10111,314.074,391.049,14.12184285714285714285714286,22.0339,23.8345,22.0339,10.6008,11.4128,7.76631
t073.tif,Cell type 1_11100,221.577,158.237,11.10922857142857142857142857,20.0332,24.7558,19.7763,9.46186,9.29093,14.3689
t073.tif,Cell type 1_11101,289.236,208.403,16.63657142857142857142857143,21.1479,25.1537,20.5362,9.44729,9.93112,14.0122
t073.tif,Cell type 1_20110,415.148,351.858,7.680914285714285714285714286,21.4916,19.5742,20.8454,11.6992,3.43081,12.3152
t073.tif,Cell type 1_20111,478.058,382.035,12.44057142857142857142857143,21.9021,19.8994,21.6405,12.9811,4.34817,12.7135
t073.tif,Cell type 1_21110,545.827,149.268,17.08628571428571428571428571,21.5902,20.665,20.003,13.8111,12.6807,16.6367
t073.tif,Cell type 1_21111,563.233,220.617,21.48142857142857142857142857,21.31,20.6407,19.9163,13.8897,12.5637,16.2319
t073.tif,Cell type 1_4100,384.78,281.578,13.99322857142857142857142857,24.9091,22.0718,19.2614,12.8449,9.46217,13.0747
t073.tif,Cell type 1_4101,388.277,365.298,16.466,23.486,21.7104,19.9296,14.9328,10.9949,13.1983
t073.tif,Cell type 1_11110,300.759,170.593,9.017857142857142857142857143,25.8384,20.5752,18.4267,9.65829,9.56814,14.9882
t073.tif,Cell type 1_11111,370.349,164.252,13.12761428571428571428571429,23.9754,20.1576,16.4477,9.71735,12.7456,16.0911
t073.tif,Cell type 1_4110,485.735,315.948,15.35285714285714285714285714,22.6051,19.3009,22.5413,16.218,9.20832,12.4951
t073.tif,Cell type 1_4111,470.532,220.989,16.37614285714285714285714286,22.8757,19.4582,22.8757,14.3497,9.14851,12.9064
t073.tif,Cell type 1_3110,551.517,377.965,15.40985714285714285714285714,20.6139,18.5244,19.9155,6.39946,8.67958,12.4261
t073.tif,Cell type 1_3111,574.136,285.306,23.15128571428571428571428571,21.0741,19.2112,19.3644,5.94344,7.83468,12.7896
t073.tif,Cell type 1_40000,203.127,327.78,24.64442857142857142857142857,16.0665,19.8018,15.4825,13.9857,10.5312,16.5591
t073.tif,Cell type 1_40001,313.761,323.379,24.27728571428571428571428571,15.8017,19.9757,15.8017,13.3098,10.8218,15.3382
t073.tif,Cell type 1_40100,271.996,240.056,23.63042857142857142857142857,14.6899,20.5657,12.0699,14.3206,11.2212,16.3968
t073.tif,Cell type 1_40101,381.658,281.27,23.53671428571428571428571429,15.846,20.725,12.2213,14.3273,12.7083,16.452
t073.tif,Cell type 1_40010,307.036,388.334,20.79828571428571428571428571,19.5212,20.4565,18.3853,15.2003,9.25606,14.8725
t073.tif,Cell type 1_40011,399.544,379.561,24.301,18.7737,20.5461,18.0757,14.8212,9.45006,15.3785
t073.tif,Cell type 1_40110,397.508,207.482,23.44857142857142857142857143,17.1943,20.907,8.21351,14.8322,11.2221,14.5596
t073.tif,Cell type 1_40111,458.355,262.296,23.58214285714285714285714286,17.2722,20.7862,7.56138,14.7924,11.2868,14.7075
t074.tif,Cell type 1_310,527.984,357.7,22.26342857142857142857142857,23.6824,22.3931,23.1642,8.62785,6.84615,12.0442
t074.tif,Cell type 1_3010,467.469,184.842,9.720614285714285714285714286,11.6925,24.4979,11.6925,9.64432,10.1954,12.1924
t074.tif,Cell type 1_3011,577.442,254.824,12.30402857142857142857142857,17.0985,22.084,11.0357,6.44875,6.69824,11.9142
t074.tif,Cell type 1_3000,391.279,232.383,9.919157142857142857142857143,12.8759,23.939,12.8759,3.32544,8.21801,11.1204
t074.tif,Cell type 1_3001,508.319,306.097,8.4696,13.5825,18.5033,11.6957,3.36627,6.5522,9.20545
t074.tif,Cell type 1_20000,182.927,277.168,8.009642857142857142857142857,21.3307,21.9188,21.3307,12.8646,4.72067,11.4347
t074.tif,Cell type 1_20001,261.495,321.163,9.329242857142857142857142857,22.2794,22.0079,21.7376,12.2002,3.7839,11.8842
t074.tif,Cell type 1_11000,140.627,207.539,18.977,24.7552,20.9361,21.9983,12.0482,12.6429,13.8598
t074.tif,Cell type 1_11001,199.792,199.449,24.66242857142857142857142857,25.1847,20.1345,21.0309,12.5045,10.5806,13.752
t074.tif,Cell type 1_20100,328.956,381.671,8.401428571428571428571428571,21.857,19.8416,21.7602,13.4929,8.19055,12.8297
t074.tif,Cell type 1_20101,411.559,419.396,14.81557142857142857142857143,22.6046,20.1191,22.2355,13.1767,9.17755,12.734
t074.tif,Cell type 1_10010,156.139,204.488,12.26054285714285714285714286,22.9594,18.423,22.9074,10.2201,8.58233,12.8929
t074.tif,Cell type 1_10011,214.918,245.274,15.81542857142857142857142857,23.4457,19.7419,22.7822,10.9671,9.814,13.5178
t074.tif,Cell type 1_21010,411.937,112.221,13.91868571428571428571428571,21.8231,21.7994,21.0037,13.1797,6.37647,11.8033
t074.tif,Cell type 1_21011,477.761,148.609,16.26642857142857142857142857,21.4914,21.9665,21.0028,12.6733,5.50271,11.331
t074.tif,Cell type 1_10100,164.018,352.656,13.51262857142857142857142857,23.6324,22.5734,21.7059,12.3354,12.5906,9.61979
t074.tif,Cell type 1_10101,236.375,392.927,19.52671428571428571428571429,24.7252,22.7864,21.5836,12.252,11.4566,9.45584
t074.tif,Cell type 1_21100,443.603,117.01,22.238,20.4101,19.5193,20.4044,14.933,10.7183,16.2703
t074.tif,Cell type 1_21101,502.371,171.255,23.12328571428571428571428571,20.6997,19.9254,20.6997,13.9342,11.5177,13.8805
t074.tif,Cell type 1_11010,222.801,142.162,18.94071428571428571428571429,22.1649,20.2466,21.2184,11.2096,9.47417,13.5201
t074.tif,Cell type 1_11011,288.62,136.383,22.67457142857142857142857143,22.1432,20.2466,20.7974,12.5444,9.94806,13.3414
t074.tif,Cell type 1_10000,117.306,269.709,13.4795,22.1922,23.4886,21.4478,9.16099,8.65381,12.0516
t074.tif,Cell type 1_10001,152.885,288.413,20.65571428571428571428571429,22.156,23.6587,20.9989,9.0267,9.46048,12.3082
t074.tif,Cell type 1_21000,306.872,111.191,13.70564285714285714285714286,23.2409,22.2587,20.1455,12.5575,6.5258,13.3978
t074.tif,Cell type 1_21001,362.32,134.6,20.94114285714285714285714286,23.2187,22.2412,21.5852,13.626,7.69348,13.1613
t074.tif,Cell type 1_20010,263.075,245.18,9.229085714285714285714285714,22.4784,19.4381,20.0329,10.4566,3.24983,9.65032
t074.tif,Cell type 1_20011,331.38,288.961,9.266542857142857142857142857,23.2661,18.9093,20.9629,10.8416,3.19656,9.53048
t074.tif,Cell type 1_10110,229.587,381.357,11.73337142857142857142857143,23.2136,24.5581,22.94,10.7049,11.1551,7.73278
t074.tif,Cell type 1_10111,312.166,390.838,14.97471428571428571428571429,22.0339,23.8345,22.0339,10.501,11.4039,7.73865
t074.tif,Cell type 1_11100,219.018,166.159,9.838857142857142857142857143,20.0332,24.7558,19.7763,9.34337,9.30998,14.5452
t074.tif,Cell type 1_11101,284.626,205.996,16.24585714285714285714285714,21.1479,25.1537,20.5362,9.44729,9.93112,14.0122
t074.tif,Cell type 1_20110,404.613,357.633,8.141114285714285714285714286,21.4916,19.5742,20.8454,11.5618,3.46153,12.3641
t074.tif,Cell type 1_20111,476.42,388.859,12.11717142857142857142857143,21.9021,19.8994,21.6405,13.0038,4.39223,12.6873
t074.tif,Cell type 1_21110,542.382,146.014,16.405,21.5902,20.665,20.003,14.0246,13.0199,16.8857
t074.tif,Cell type 1_21111,569.075,216.11,21.635,21.31,20.6407,19.9163,13.9375,12.6117,16.2402
t074.tif,Cell type 1_4100,393.355,283.747,14.30328571428571428571428571,24.9091,22.0718,19.2614,12.8087,9.38299,13.1754
t074.tif,Cell type 1_4101,387.498,357.801,17.69385714285714285714285714,23.486,21.7104,19.9296,14.8695,11.0791,13.0944
t074.tif,Cell type 1_11110,301.657,177.592,9.107585714285714285714285714,25.8384,20.5752,18.4267,9.60662,9.4925,15.0558
t074.tif,Cell type 1_11111,372.634,166.009,13.25074285714285714285714286,23.9754,20.1576,16.4477,9.62349,12.7866,16.1459
t074.tif,Cell type 1_4110,488.782,313.294,15.23671428571428571428571429,22.6051,19.3009,22.5413,16.4859,9.27336,12.6585
t074.tif,Cell type 1_4111,468.951,226.874,16.31242857142857142857142857,22.8757,19.4582,22.8757,14.4084,9.187,12.9714
t074.tif,Cell type 1_3110,554.436,371.908,15.16385714285714285714285714,20.6139,18.5244,19.9155,6.28767,8.78631,12.3929
t074.tif,Cell type 1_3111,577.438,283.901,22.444,21.0741,19.2112,19.3644,5.9535,7.80152,12.8965
t074.tif,Cell type 1_40000,201.787,320.837,24.66314285714285714285714286,16.0665,19.8018,15.4825,14.0001,10.5423,16.3092
t074.tif,Cell type 1_40001,317.016,312.122,24.13542857142857142857142857,15.8017,19.9757,15.8017,13.3939,10.7426,15.4313
t074.tif,Cell type 1_40100,274.926,228.275,23.61228571428571428571428571,14.6899,20.5657,12.0699,14.5622,11.8146,16.3638
t074.tif,Cell type 1_40101,393.545,269.827,23.41342857142857142857142857,15.846,20.725,12.2213,14.6558,13.2956,16.9652
t074.tif,Cell type 1_40010,302.253,386.207,20.89371428571428571428571429,19.5212,20.4565,18.3853,15.2833,9.34078,14.9843
t074.tif,Cell type 1_40011,401.547,376.097,24.26214285714285714285714286,18.7737,20.5461,18.0757,14.5816,9.4765,15.4099
t074.tif,Cell type 1_40110,391.664,197.904,23.97685714285714285714285714,17.1943,20.907,8.21351,15.5502,11.2432,15.1316
t074.tif,Cell type 1_40111,466.434,269.415,24.27357142857142857142857143,17.2722,20.7862,7.56138,14.8791,11.7029,14.7346
t075.tif,Cell type 1_310,539.339,355.689,21.87528571428571428571428571,23.6824,22.3931,23.1642,8.61311,6.92324,12.1667
t075.tif,Cell type 1_3010,460.349,186.144,10.2941,11.6925,24.4979,11.6925,9.60568,10.5593,12.452
t075.tif,Cell type 1_3011,570.146,245.677,11.69572857142857142857142857,17.0985,22.084,11.0357,6.42905,6.27268,12.0877
t075.tif,Cell type 1_3000,387.26,228.877,9.686085714285714285714285714,12.8759,23.939,12.8759,3.31614,8.39336,11.6982
t075.tif,Cell type 1_3001,503.309,301.881,8.901485714285714285714285714,13.5825,18.5033,11.6957,3.30246,6.53403,9.17644
t075.tif,Cell type 1_20000,186.692,280.183,8.746542857142857142857142857,21.3307,21.9188,21.3307,12.8612,4.86091,11.3796
t075.tif,Cell type 1_20001,256.457,324.393,9.761714285714285714285714286,22.2794,22.0079,21.7376,12.2815,3.6494,11.9445
t075.tif,Cell type 1_11000,141.855,199.734,18.83942857142857142857142857,24.7552,20.9361,21.9983,12.0045,12.5886,13.8763
t075.tif,Cell type 1_11001,209.524,204.51,24.28871428571428571428571429,25.1847,20.1345,21.0309,12.5504,10.6849,13.7595
t075.tif,Cell type 1_20100,318.883,383.528,8.906085714285714285714285714,21.857,19.8416,21.7602,13.4262,8.12101,12.8835
t075.tif,Cell type 1_20101,412.503,419.611,14.11682857142857142857142857,22.6046,20.1191,22.2355,13.1915,9.19907,12.7141
t075.tif,Cell type 1_10010,156.422,210.97,11.4615,22.9594,18.423,22.9074,10.3461,8.89525,13.2598
t075.tif,Cell type 1_10011,220.501,244.678,15.984,23.4457,19.7419,22.7822,11.0229,9.96437,13.5506
t075.tif,Cell type 1_21010,413.31,108.089,13.65021428571428571428571429,21.8231,21.7994,21.0037,13.1235,6.47922,11.9312
t075.tif,Cell type 1_21011,475.423,149.206,16.15228571428571428571428571,21.4914,21.9665,21.0028,12.827,5.73942,11.263
t075.tif,Cell type 1_10100,161.48,348.705,13.89292857142857142857142857,23.6324,22.5734,21.7059,12.5221,12.6179,9.5624
t075.tif,Cell type 1_10101,235.439,392.208,19.71228571428571428571428571,24.7252,22.7864,21.5836,12.3064,11.6793,9.46916
t075.tif,Cell type 1_21100,440.134,116.101,22.06628571428571428571428571,20.4101,19.5193,20.4044,15.0873,10.7225,16.2606
t075.tif,Cell type 1_21101,495.74,170.369,23.49985714285714285714285714,20.6997,19.9254,20.6997,14.0836,11.6238,13.914
t075.tif,Cell type 1_11010,226.825,138.465,19.58342857142857142857142857,22.1649,20.2466,21.2184,11.1309,9.50254,13.5639
t075.tif,Cell type 1_11011,294.273,135.929,21.92457142857142857142857143,22.1432,20.2466,20.7974,12.5283,10.0775,13.3721
t075.tif,Cell type 1_10000,120.629,274.704,12.81914285714285714285714286,22.1922,23.4886,21.4478,9.27204,8.85026,12.0028
t075.tif,Cell type 1_10001,147.699,285.069,20.47742857142857142857142857,22.156,23.6587,20.9989,9.09336,9.56907,12.3957
t075.tif,Cell type 1_21000,297.166,113.746,13.60992857142857142857142857,23.2409,22.2587,20.1455,12.5429,6.51855,13.4381
t075.tif,Cell type 1_21001,361.435,131.583,20.91785714285714285714285714,23.2187,22.2412,21.5852,13.4852,7.68035,13.1873
t075.tif,Cell type 1_20010,268.488,246.898,9.759285714285714285714285714,22.4784,19.4381,20.0329,10.5859,3.20871,9.68762
t075.tif,Cell type 1_20011,329.322,297.521,8.998285714285714285714285714,23.2661,18.9093,20.9629,10.8416,3.19656,9.53048
t075.tif,Cell type 1_10110,235.751,384.705,12.43684285714285714285714286,23.2136,24.5581,22.94,10.725,11.0715,7.74095
t075.tif,Cell type 1_10111,312.608,384.513,14.83542857142857142857142857,22.0339,23.8345,22.0339,10.6214,11.4371,7.83981
t075.tif,Cell type 1_11100,219.192,173.857,9.722957142857142857142857143,20.0332,24.7558,19.7763,9.60213,9.51818,14.4979
t075.tif,Cell type 1_11101,282.918,203.901,15.90171428571428571428571429,21.1479,25.1537,20.5362,9.41072,9.79597,14.0339
t075.tif,Cell type 1_20110,396.53,358.07,8.023442857142857142857142857,21.4916,19.5742,20.8454,11.4899,3.37244,12.4162
t075.tif,Cell type 1_20111,474.105,382.214,11.83398571428571428571428571,21.9021,19.8994,21.6405,13.0038,4.39223,12.6873
t075.tif,Cell type 1_21110,535.252,144.139,17.20385714285714285714285714,21.5902,20.665,20.003,14.0477,12.976,16.9283
t075.tif,Cell type 1_21111,567.868,211.892,21.10185714285714285714285714,21.31,20.6407,19.9163,13.8446,12.4808,16.1482
t075.tif,Cell type 1_4100,397.054,287.011,14.95485714285714285714285714,24.9091,22.0718,19.2614,12.8145,9.34301,13.1909
t075.tif,Cell type 1_4101,400.751,354.649,18.93028571428571428571428571,23.486,21.7104,19.9296,14.823,11.3184,13.2544
t075.tif,Cell type 1_11110,304.928,182.495,8.827314285714285714285714286,25.8384,20.5752,18.4267,9.60662,9.4925,15.0558
t075.tif,Cell type 1_11111,375.033,164.643,13.20455714285714285714285714,23.9754,20.1576,16.4477,9.61631,12.7248,16.1493
t075.tif,Cell type 1_4110,496.89,311.791,14.52071428571428571428571429,22.6051,19.3009,22.5413,16.6881,9.45122,12.7196
t075.tif,Cell type 1_4111,469.901,230.97,17.07842857142857142857142857,22.8757,19.4582,22.8757,14.335,9.2079,13.0493
t075.tif,Cell type 1_3110,551.104,364.353,13.74141428571428571428571429,20.6139,18.5244,19.9155,6.60291,8.74748,12.4723
t075.tif,Cell type 1_3111,586.285,276.428,21.20185714285714285714285714,21.0741,19.2112,19.3644,6.00988,7.67163,12.9443
t075.tif,Cell type 1_40000,206.424,314.29,24.23657142857142857142857143,16.0665,19.8018,15.4825,13.7747,10.8397,16.3568
t075.tif,Cell type 1_40001,318.435,316.483,24.23785714285714285714285714,15.8017,19.9757,15.8017,13.3533,10.6031,15.4042
t075.tif,Cell type 1_40100,274.78,225.676,23.39357142857142857142857143,14.6899,20.5657,12.0699,14.667,11.8404,16.1939
t075.tif,Cell type 1_40101,397.718,275.376,23.189,15.846,20.725,12.2213,14.5173,13.3472,17.1835
t075.tif,Cell type 1_40010,308.943,392.282,21.18557142857142857142857143,19.5212,20.4565,18.3853,15.455,9.35403,14.953
t075.tif,Cell type 1_40011,423.979,386.43,24.78528571428571428571428571,18.7737,20.5461,18.0757,14.9531,9.666,15.5309
t075.tif,Cell type 1_40110,377.047,197.272,24.05871428571428571428571429,17.1943,20.907,8.21351,15.6745,10.9365,15.3517
t075.tif,Cell type 1_40111,470.935,263.072,24.81414285714285714285714286,17.2722,20.7862,7.56138,15.6475,12.3952,15.3545
t076.tif,Cell type 1_310,542.039,357.534,21.52014285714285714285714286,23.6824,22.3931,23.1642,8.74005,6.97801,12.2595
t076.tif,Cell type 1_3010,459.765,191.064,9.857985714285714285714285714,11.6925,24.4979,11.6925,10.4396,11.2244,12.9367
t076.tif,Cell type 1_3011,560.98,246.535,11.65054285714285714285714286,17.0985,22.084,11.0357,6.33629,6.3611,12.2042
t076.tif,Cell type 1_3000,391.274,232.327,9.844885714285714285714285714,12.8759,23.939,12.8759,3.00271,8.63367,11.8743
t076.tif,Cell type 1_3001,488.839,308.694,8.163757142857142857142857143,13.5825,18.5033,11.6957,3.30857,6.53577,9.25923
t076.tif,Cell type 1_20000,187.2,278.314,8.5417,21.3307,21.9188,21.3307,12.8386,4.83935,11.384
t076.tif,Cell type 1_20001,260.896,325.734,9.399785714285714285714285714,22.2794,22.0079,21.7376,12.291,3.63575,11.9839
t076.tif,Cell type 1_11000,147.193,198.329,19.03228571428571428571428571,24.7552,20.9361,21.9983,11.9317,12.6477,13.7855
t076.tif,Cell type 1_11001,217.674,201.24,24.59557142857142857142857143,25.1847,20.1345,21.0309,12.5796,10.5578,13.6916
t076.tif,Cell type 1_20100,315.624,382.392,8.832457142857142857142857143,21.857,19.8416,21.7602,13.6936,8.18063,12.9067
t076.tif,Cell type 1_20101,399.285,415.63,13.3767,22.6046,20.1191,22.2355,13.2807,9.15165,12.5869
t076.tif,Cell type 1_10010,151.721,214.516,11.87851428571428571428571429,22.9594,18.423,22.9074,10.8205,9.13163,13.3788
t076.tif,Cell type 1_10011,221.791,243.862,15.94628571428571428571428571,23.4457,19.7419,22.7822,11.1559,9.86087,13.4259
t076.tif,Cell type 1_21010,404.595,117.21,13.04891428571428571428571429,21.8231,21.7994,21.0037,13.1783,6.53254,11.9073
t076.tif,Cell type 1_21011,477.595,152.957,16.05114285714285714285714286,21.4914,21.9665,21.0028,12.8644,5.97571,11.3399
t076.tif,Cell type 1_10100,156.384,348.51,14.1398,23.6324,22.5734,21.7059,12.6099,12.6094,9.67089
t076.tif,Cell type 1_10101,223.619,387.593,19.29814285714285714285714286,24.7252,22.7864,21.5836,12.3733,11.6715,9.50786
t076.tif,Cell type 1_21100,439.845,112.127,21.48642857142857142857142857,20.4101,19.5193,20.4044,15.1599,10.7908,16.3975
t076.tif,Cell type 1_21101,496.672,171.051,23.82242857142857142857142857,20.6997,19.9254,20.6997,14.0317,11.8116,14.102
t076.tif,Cell type 1_11010,228.391,134.173,19.94628571428571428571428571,22.1649,20.2466,21.2184,11.0489,9.4016,13.6001
t076.tif,Cell type 1_11011,297.352,135.844,21.829,22.1432,20.2466,20.7974,12.5447,10.1365,13.3437
t076.tif,Cell type 1_10000,116.717,265.31,13.69402857142857142857142857,22.1922,23.4886,21.4478,9.34993,9.05262,12.0087
t076.tif,Cell type 1_10001,156.056,276.689,21.17285714285714285714285714,22.156,23.6587,20.9989,9.1499,9.61001,12.3167
t076.tif,Cell type 1_21000,292.511,112.347,13.81261428571428571428571429,23.2409,22.2587,20.1455,12.5241,6.48345,13.4035
t076.tif,Cell type 1_21001,365.766,127.797,20.87814285714285714285714286,23.2187,22.2412,21.5852,13.43,7.25634,13.3587
t076.tif,Cell type 1_20010,264.666,242.682,9.093285714285714285714285714,22.4784,19.4381,20.0329,10.641,3.27011,9.75628
t076.tif,Cell type 1_20011,329.996,300.744,9.248114285714285714285714286,23.2661,18.9093,20.9629,10.8782,3.06723,9.51305
t076.tif,Cell type 1_10110,233.621,383.669,12.67868571428571428571428571,23.2136,24.5581,22.94,10.6904,11.022,7.79506
t076.tif,Cell type 1_10111,311.731,389.304,15.03314285714285714285714286,22.0339,23.8345,22.0339,10.5839,11.4564,7.79186
t076.tif,Cell type 1_11100,215.669,172.512,9.132857142857142857142857143,20.0332,24.7558,19.7763,9.60213,9.51818,14.4979
t076.tif,Cell type 1_11101,287.085,205.859,16.222,21.1479,25.1537,20.5362,9.21741,9.66532,14.0328
t076.tif,Cell type 1_20110,398.515,354.8,8.2333,21.4916,19.5742,20.8454,11.4899,3.37244,12.4162
t076.tif,Cell type 1_20111,464.433,386.007,11.81477142857142857142857143,21.9021,19.8994,21.6405,13.0207,4.42052,12.7041
t076.tif,Cell type 1_21110,537.473,142.465,17.07571428571428571428571429,21.5902,20.665,20.003,13.9688,13.067,17.0745
t076.tif,Cell type 1_21111,563.437,212.105,20.83157142857142857142857143,21.31,20.6407,19.9163,13.8597,12.4321,16.0309
t076.tif,Cell type 1_4100,394.784,292.069,15.22514285714285714285714286,24.9091,22.0718,19.2614,12.9129,9.39158,13.1607
t076.tif,Cell type 1_4101,402.292,360.171,19.05414285714285714285714286,23.486,21.7104,19.9296,14.8206,11.8301,13.6657
t076.tif,Cell type 1_11110,311.075,176.034,9.2015,25.8384,20.5752,18.4267,9.60662,9.4925,15.0558
t076.tif,Cell type 1_11111,368.528,166.603,13.2733,23.9754,20.1576,16.4477,9.43584,13.0032,16.3593
t076.tif,Cell type 1_4110,498.705,315.406,15.94371428571428571428571429,22.6051,19.3009,22.5413,16.8566,9.2674,12.6847
t076.tif,Cell type 1_4111,467.688,232.565,17.38571428571428571428571429,22.8757,19.4582,22.8757,14.324,9.3157,13.1089
t076.tif,Cell type 1_3110,548.669,362.192,13.09827142857142857142857143,20.6139,18.5244,19.9155,6.74949,8.6822,12.6441
t076.tif,Cell type 1_3111,580.944,276.482,20.437,21.0741,19.2112,19.3644,6.04677,7.68207,12.967
t076.tif,Cell type 1_40000,209.814,308.662,24.61614285714285714285714286,16.0665,19.8018,15.4825,13.9591,11.1137,16.581
t076.tif,Cell type 1_40001,311.343,309.397,24.06271428571428571428571429,15.8017,19.9757,15.8017,13.6109,10.613,15.7244
t076.tif,Cell type 1_40100,291.963,226.48,23.60457142857142857142857143,14.6899,20.5657,12.0699,14.7082,11.9111,16.2141
t076.tif,Cell type 1_40101,399.803,273.081,24.17557142857142857142857143,15.846,20.725,12.2213,14.9044,13.567,17.0724
t076.tif,Cell type 1_40010,311.201,393.136,21.15142857142857142857142857,19.5212,20.4565,18.3853,15.6655,9.10433,14.8771
t076.tif,Cell type 1_40011,428.628,393.668,24.072,18.7737,20.5461,18.0757,15.1242,9.55532,15.6114
t076.tif,Cell type 1_40110,376.442,190.85,23.83014285714285714285714286,17.1943,20.907,8.21351,15.7492,11.0442,15.3196
t076.tif,Cell type 1_40111,479.839,266.799,25.04385714285714285714285714,17.2722,20.7862,7.56138,15.6376,12.5887,15.2756
t077.tif,Cell type 1_310,541.546,359.592,21.69614285714285714285714286,23.6824,22.3931,23.1642,8.86756,7.08521,12.345
t077.tif,Cell type 1_3010,457.899,198.014,10.24087142857142857142857143,11.6925,24.4979,11.6925,11.1004,11.082,13.478
t077.tif,Cell type 1_3011,562.781,250.904,12.18802857142857142857142857,17.0985,22.084,11.0357,6.48346,6.41931,12.2772
t077.tif,Cell type 1_3000,386.289,230.097,9.671,12.8759,23.939,12.8759,3.32322,8.54617,12.3255
t077.tif,Cell type 1_3001,487.839,307.012,8.260114285714285714285714286,13.5825,18.5033,11.6957,3.25988,6.57839,9.42407
t077.tif,Cell type 1_20000,186.048,278.4,8.1524,21.3307,21.9188,21.3307,12.8198,4.88647,11.3935
t077.tif,Cell type 1_20001,262.829,330.518,9.6747,22.2794,22.0079,21.7376,12.291,3.63575,11.9839
t077.tif,Cell type 1_11000,146.028,193.158,18.38142857142857142857142857,24.7552,20.9361,21.9983,12.0655,12.6025,13.8957
t077.tif,Cell type 1_11001,209.336,210.266,24.64957142857142857142857143,25.1847,20.1345,21.0309,12.7189,10.3296,13.8864
t077.tif,Cell type 1_20100,312.92,383.594,8.923357142857142857142857143,21.857,19.8416,21.7602,13.7671,8.40176,13.0083
t077.tif,Cell type 1_20101,401.749,415.556,13.42832857142857142857142857,22.6046,20.1191,22.2355,13.5091,9.10578,12.588
t077.tif,Cell type 1_10010,150.418,211.393,11.26828571428571428571428571,22.9594,18.423,22.9074,10.9575,9.35563,13.3311
t077.tif,Cell type 1_10011,220.196,242.984,15.08657142857142857142857143,23.4457,19.7419,22.7822,11.0407,9.85499,13.641
t077.tif,Cell type 1_21010,419.355,114.288,12.94697142857142857142857143,21.8231,21.7994,21.0037,13.1508,6.54864,11.9243
t077.tif,Cell type 1_21011,482.019,153.298,16.55914285714285714285714286,21.4914,21.9665,21.0028,12.9455,6.05776,11.397
t077.tif,Cell type 1_10100,165.172,345.322,14.74057142857142857142857143,23.6324,22.5734,21.7059,12.6977,12.7477,9.53036
t077.tif,Cell type 1_10101,225.93,383.646,20.04771428571428571428571429,24.7252,22.7864,21.5836,12.465,11.8116,9.61171
t077.tif,Cell type 1_21100,437.945,111.725,21.45114285714285714285714286,20.4101,19.5193,20.4044,15.2441,10.7985,16.4768
t077.tif,Cell type 1_21101,492.998,172.531,23.67685714285714285714285714,20.6997,19.9254,20.6997,14.1256,11.983,14.1219
t077.tif,Cell type 1_11010,223.358,141.603,19.71857142857142857142857143,22.1649,20.2466,21.2184,10.9935,9.44557,13.5771
t077.tif,Cell type 1_11011,293.844,131.436,21.79957142857142857142857143,22.1432,20.2466,20.7974,12.6505,10.182,13.316
t077.tif,Cell type 1_10000,116.411,270.031,12.89842857142857142857142857,22.1922,23.4886,21.4478,9.29807,9.02813,12.1016
t077.tif,Cell type 1_10001,149.706,277.085,20.63657142857142857142857143,22.156,23.6587,20.9989,9.23147,9.61379,12.2983
t077.tif,Cell type 1_21000,303.743,112.697,13.58511428571428571428571429,23.2409,22.2587,20.1455,12.5378,6.38062,13.8007
t077.tif,Cell type 1_21001,368.392,128.401,20.62857142857142857142857143,23.2187,22.2412,21.5852,13.3989,7.28392,13.4244
t077.tif,Cell type 1_20010,270.973,245.304,9.899585714285714285714285714,22.4784,19.4381,20.0329,10.6666,3.22984,9.60166
t077.tif,Cell type 1_20011,334.077,304.6,9.505828571428571428571428571,23.2661,18.9093,20.9629,10.9165,3.08516,9.43571
t077.tif,Cell type 1_10110,229.358,383.292,12.90704285714285714285714286,23.2136,24.5581,22.94,10.7231,11.101,7.87242
t077.tif,Cell type 1_10111,315.302,391.502,15.21642857142857142857142857,22.0339,23.8345,22.0339,10.671,11.4834,7.86122
t077.tif,Cell type 1_11100,220.16,168.948,9.663671428571428571428571429,20.0332,24.7558,19.7763,9.40306,9.71927,14.5263
t077.tif,Cell type 1_11101,280.993,202.175,15.95842857142857142857142857,21.1479,25.1537,20.5362,9.25089,9.68774,14.0484
t077.tif,Cell type 1_20110,401.094,357.364,8.114857142857142857142857143,21.4916,19.5742,20.8454,11.3756,3.41737,12.4349
