frame,dist,pred_name,gt_label,pred_x,pred_y,pred_z,gt_x,gt_y,gt_z
94,8.302,Cell type 1_31001,680,552.675,263.122,68.7722,552.0,264.0,77.0
94,8.4327,Cell type 1_2100000,377,518.899,392.52,110.584,519.0,392.0,119.0
94,8.7751,Cell type 1_201111,473,513.036,200.358,166.38,513.0,202.0,175.0
94,8.8571,Cell type 1_210101,611,377.584,310.055,117.257,379.0,310.0,126.0
94,9.0227,Cell type 1_2100110,299,349.746,257.593,53.9901,350.0,258.0,63.0
94,9.0854,Cell type 1_3110101,242,371.323,145.398,88.9403,371.0,146.0,98.0
94,9.3733,Cell type 1_310101,695,594.956,304.522,102.639,595.0,305.0,112.0
94,9.4218,Cell type 1_310100,504,593.659,267.928,144.772,592.0,267.0,154.0
94,9.7079,Cell type 1_1110,21,160.354,260.906,130.299,160.0,261.0,140.0
94,9.962,Cell type 1_310111,688,588.388,213.11,95.0462,588.0,213.0,105.0
94,10.232,Cell type 1_211010,13,148.031,255.224,73.7705,148.0,255.0,84.0
94,10.6652,Cell type 1_301,704,516.898,381.055,132.078,518.0,374.0,140.0
94,11.1165,Cell type 1_2100001,370,445.075,411.003,107.967,446.0,412.0,119.0
95,2.2155,Cell type 1_2101100,542,326.2,392.705,145.058,327.0,392.0,147.0
95,2.2175,Cell type 1_20010,434,498.485,164.723,116.861,499.0,165.0,119.0
95,2.7591,Cell type 1_2100111,618,352.038,242.618,100.511,353.0,242.0,98.0
95,2.9401,Cell type 1_2100101,307,372.941,332.179,60.0659,373.0,332.0,63.0
95,3.4226,Cell type 1_311011,644,431.675,262.52,59.9311,432.0,264.0,63.0
95,3.6134,Cell type 1_21111,283,281.758,319.795,66.4005,282.0,320.0,70.0
95,3.7532,Cell type 1_210110111,91,241.533,390.714,150.287,242.0,391.0,154.0
95,4.325,Cell type 1_1001,133,134.142,224.847,149.68,134.0,225.0,154.0
95,4.3882,Cell type 1_21001000,314,452.85,346.694,65.6251,453.0,347.0,70.0
95,4.5872,Cell type 1_201111,473,509.739,195.917,170.421,510.0,196.0,175.0
95,4.9539,Cell type 1_201000,410,426.817,141.516,114.138,426.0,142.0,119.0
95,5.428,Cell type 1_2101110,324,265.807,405.24,71.5807,266.0,405.0,77.0
95,5.5769,Cell type 1_2100011,362,440.122,403.129,78.4259,440.0,403.0,84.0
95,5.755,Cell type 1_31110,626,451.551,312.529,113.287,452.0,312.0,119.0
95,6.3676,Cell type 1_20110,466,454.658,143.561,176.095,457.0,144.0,182.0
95,6.4973,Cell type 1_210110110,115,258.37,365.038,119.585,258.0,366.0,126.0
95,6.5286,Cell type 1_21110,276,206.673,347.443,56.5034,207.0,348.0,63.0
95,6.7949,Cell type 1_1100,6,114.762,257.903,119.21,115.0,258.0,126.0
95,6.8627,Cell type 1_1110,21,161.941,257.914,126.22,163.0,258.0,133.0
95,6.8666,Cell type 1_1111,28,241.962,257.777,119.216,243.0,258.0,126.0
95,7.0306,Cell type 1_210101,611,372.843,311.656,112.633,371.0,314.0,119.0
95,7.0497,Cell type 1_2101111,331,316.74,374.663,55.9632,317.0,375.0,63.0
95,7.1477,Cell type 1_310101,695,599.247,301.265,111.897,600.0,301.0,119.0
95,7.1603,Cell type 1_2100000,377,519.789,396.751,111.923,519.0,396.0,119.0
95,7.2901,Cell type 1_1101,69,121.68,311.757,111.721,122.0,312.0,119.0
95,7.3011,Cell type 1_2100010,355,368.468,391.067,55.7739,368.0,392.0,63.0
95,7.3296,Cell type 1_201010,426,485.117,125.969,83.7238,486.0,126.0,91.0
95,7.4197,Cell type 1_10110,196,197.912,141.701,97.6666,199.0,142.0,105.0
95,7.6284,Cell type 1_400,84,155.516,349.031,139.387,156.0,349.0,147.0
95,7.6337,Cell type 1_3110100,234,388.442,187.905,55.3797,388.0,188.0,63.0
95,7.6713,Cell type 1_41,530,289.796,328.097,167.332,290.0,328.0,175.0
95,7.6958,Cell type 1_2100001,370,446.144,409.982,111.352,447.0,410.0,119.0
95,7.7343,Cell type 1_3000,719,495.933,266.106,166.079,493.0,273.0,168.0
95,7.7967,Cell type 1_211010,13,145.02,248.482,76.2206,145.0,249.0,84.0
95,8.1139,Cell type 1_20000,482,509.626,133.935,152.895,510.0,134.0,161.0
95,8.3575,Cell type 1_201110,497,551.768,202.93,173.646,552.0,203.0,182.0
95,8.4349,Cell type 1_210100,346,396.712,421.215,117.598,396.0,421.0,126.0
95,8.4411,Cell type 1_3001,720,427.422,351.853,159.622,428.0,351.0,168.0
95,8.4943,Cell type 1_211001,52,209.37,244.633,82.5217,209.0,245.0,91.0
95,8.554,Cell type 1_20011,633,450.624,231.769,110.79,449.0,230.0,119.0
95,8.698,Cell type 1_21001001,657,496.425,374.175,68.3517,496.0,375.0,77.0
95,8.7574,Cell type 1_3110101,242,374.869,142.745,89.2473,375.0,143.0,98.0
95,8.8768,Cell type 1_211011,261,157.437,307.384,61.1494,158.0,307.0,70.0
95,9.0688,Cell type 1_20001,489,569.198,174.583,123.943,569.0,175.0,133.0
95,9.1863,Cell type 1_211000,268,216.15,271.224,53.8861,217.0,272.0,63.0
95,9.3127,Cell type 1_31100,651,505.349,295.227,60.7129,506.0,295.0,70.0
95,9.3419,Cell type 1_1010,44,187.054,192.705,60.6629,187.0,193.0,70.0
95,9.5931,Cell type 1_1000,148,172.607,215.66,172.421,173.0,216.0,182.0
95,9.6554,Cell type 1_310110,441,544.263,224.75,116.376,545.0,225.0,126.0
95,9.6698,Cell type 1_310100,504,590.876,262.761,151.361,591.0,262.0,161.0
95,9.7182,Cell type 1_2100110,299,349.459,262.793,53.2991,350.0,263.0,63.0
95,9.8408,Cell type 1_31000,673,518.373,188.189,60.1998,518.0,189.0,70.0
95,9.8455,Cell type 1_310111,688,590.32,220.93,102.16,590.0,221.0,112.0
95,9.983,Cell type 1_31111,664,566.245,348.205,95.0221,566.0,348.0,105.0
95,10.0145,Cell type 1_10111,140,193.365,184.228,123.022,193.0,185.0,133.0
95,10.0276,Cell type 1_201011,419,402.48,98.8576,87.9869,403.0,99.0,98.0
95,10.1464,Cell type 1_201001,458,464.699,117.481,143.891,464.0,118.0,154.0
95,10.1569,Cell type 1_21011010,122,341.36,377.576,94.8797,342.0,377.0,105.0
95,11.6306,Cell type 1_401,515,210.512,308.449,163.652,213.0,309.0,175.0
95,11.8666,Cell type 1_31001,680,552.675,263.122,68.7722,556.0,271.0,77.0
95,14.5332,Cell type 1_301,704,517.533,383.043,134.296,518.0,376.0,147.0
96,1.1222,Cell type 1_210110111,91,248.817,393.797,146.258,248.0,394.0,147.0
96,1.6974,Cell type 1_1000,148,172.286,221.023,173.327,172.0,221.0,175.0
96,2.1525,Cell type 1_31000,673,517.923,186.839,61.5421,519.0,188.0,63.0
96,2.8443,Cell type 1_20011,633,454.232,228.994,109.985,454.0,227.0,112.0
96,3.343,Cell type 1_201111,473,505.432,191.894,171.875,505.0,193.0,175.0
96,3.3804,Cell type 1_311011,644,440.594,260.892,59.6458,441.0,261.0,63.0
96,3.572,Cell type 1_210101,611,369.027,312.16,110.207,372.0,313.0,112.0
96,3.5965,Cell type 1_20010,434,505.367,158.411,115.509,506.0,159.0,119.0
96,3.6876,Cell type 1_2100111,618,349.021,238.728,101.385,349.0,238.0,105.0
96,3.8531,Cell type 1_10110,196,198.089,139.581,101.192,198.0,139.0,105.0
96,3.8672,Cell type 1_20110,466,443.901,149.17,178.332,443.0,150.0,182.0
96,3.95,Cell type 1_2100101,307,383.054,330.7,59.1129,383.0,330.0,63.0
96,3.9713,Cell type 1_1010,44,185.711,199.666,59.0533,186.0,200.0,63.0
96,4.0275,Cell type 1_201000,410,430.048,134.306,115.033,430.0,135.0,119.0
96,4.3054,Cell type 1_310101,695,597.718,305.737,107.763,597.0,306.0,112.0
96,4.3233,Cell type 1_1101,69,122.352,314.553,114.749,123.0,315.0,119.0
96,4.4265,Cell type 1_210110110,115,260.146,359.809,114.58,260.0,360.0,119.0
96,4.4508,Cell type 1_310111,688,594.245,222.603,107.597,594.0,222.0,112.0
96,4.504,Cell type 1_211000,268,214.401,267.296,51.5458,215.0,267.0,56.0
96,4.535,Cell type 1_2100011,362,438.183,397.275,72.477,438.0,397.0,77.0
96,4.5428,Cell type 1_21001000,314,458.2,346.69,65.5144,458.0,346.0,70.0
96,4.7996,Cell type 1_21111,283,281.863,315.649,65.2152,282.0,316.0,70.0
96,4.8191,Cell type 1_2100000,377,513.884,399.44,114.215,514.0,400.0,119.0
96,4.934,Cell type 1_20001,489,567.516,170.881,128.219,568.0,172.0,133.0
96,5.023,Cell type 1_31111,664,564.09,352.819,100.045,564.0,352.0,105.0
96,5.0349,Cell type 1_201011,419,400.77,97.6354,85.9836,401.0,98.0,91.0
96,5.1923,Cell type 1_2101100,542,330.822,388.506,141.897,330.0,389.0,147.0
96,5.3331,Cell type 1_210100,346,396.916,418.545,113.687,397.0,419.0,119.0
96,5.5103,Cell type 1_3000,719,493.077,270.665,165.306,491.0,275.0,168.0
96,5.5229,Cell type 1_211001,52,208.261,237.719,78.4904,208.0,238.0,84.0
96,5.5339,Cell type 1_401,515,213.864,302.027,155.895,216.0,302.0,161.0
96,5.6345,Cell type 1_2100001,370,448.43,413.282,113.428,448.0,414.0,119.0
96,5.7101,Cell type 1_4001,84,154.007,346.6,141.409,155.0,346.0,147.0
96,6.0053,Cell type 1_31110,626,448.597,310.206,113.338,447.0,309.0,119.0
96,6.1098,Cell type 1_1110,21,165.886,257.873,119.994,167.0,258.0,126.0
96,6.3406,Cell type 1_4000,100,158.676,369.63,98.6785,159.0,370.0,105.0
96,6.4719,Cell type 1_2101110,324,257.054,407.442,77.6129,258.0,407.0,84.0
96,6.5854,Cell type 1_310110,441,546.886,222.212,119.419,547.0,222.0,126.0
96,6.9905,Cell type 1_21011010,122,333.713,377.01,91.0154,334.0,377.0,98.0
96,7.0388,Cell type 1_3001,720,427.48,343.944,154.428,430.0,344.0,161.0
96,7.2276,Cell type 1_21001001,657,501.392,372.408,69.7946,501.0,372.0,77.0
96,7.2923,Cell type 1_2101111,331,312.984,371.293,55.7136,313.0,371.0,63.0
96,7.3813,Cell type 1_21110,276,209.073,349.907,55.8753,211.0,350.0,63.0
96,7.5078,Cell type 1_211010,13,145.444,248.566,76.5254,146.0,249.0,84.0
96,7.6702,Cell type 1_201110,497,550.217,204.935,174.717,548.0,204.0,182.0
96,7.7253,Cell type 1_1111,28,241.937,253.794,118.351,243.0,254.0,126.0
96,8.3653,Cell type 1_3110101,242,374.03,139.616,89.75,374.0,141.0,98.0
96,8.6153,Cell type 1_3110100,234,393.082,189.079,54.4341,394.0,189.0,63.0
96,8.9305,Cell type 1_1100,6,114.699,255.698,117.102,114.0,256.0,126.0
96,9.1098,Cell type 1_10111,140,190.84,186.982,123.929,190.0,187.0,133.0
96,9.1469,Cell type 1_2100010,355,358.855,384.357,53.8612,359.0,384.0,63.0
96,9.1532,Cell type 1_201010,426,482.295,121.773,82.0099,484.0,122.0,91.0
96,9.2423,Cell type 1_20000,482,508.095,133.817,151.76,508.0,134.0,161.0
96,9.4228,Cell type 1_211011,261,151.335,304.954,60.6008,152.0,305.0,70.0
96,9.4282,Cell type 1_201001,458,460.15,119.505,144.586,460.0,120.0,154.0
96,9.6607,Cell type 1_31100,651,505.349,295.227,60.7129,508.0,295.0,70.0
96,9.8145,Cell type 1_41,530,292.137,319.707,158.212,292.0,319.0,168.0
96,9.8796,Cell type 1_1001,133,137.588,229.446,151.232,139.0,229.0,161.0
96,10.0392,Cell type 1_2100110,299,353.337,261.88,52.9672,353.0,262.0,63.0
96,10.1423,Cell type 1_310100,504,594.109,259.036,150.897,595.0,259.0,161.0
96,15.5835,Cell type 1_301,704,515.274,385.205,134.035,518.0,377.0,147.0
96,15.6993,Cell type 1_31001,680,552.675,263.122,68.7722,556.0,265.0,84.0
97,0.2902,Cell type 1_210110111,91,243.79,390.2,147.011,244.0,390.0,147.0
97,0.3582,Cell type 1_31111,664,563.724,352.112,97.8011,564.0,352.0,98.0
97,1.8632,Cell type 1_31110,626,457.382,316.751,111.962,456.0,318.0,112.0
97,2.2585,Cell type 1_210101,611,366.799,319.412,109.971,366.0,320.0,112.0
97,2.3713,Cell type 1_201001,458,455.231,122.596,145.103,455.0,124.0,147.0
97,2.5169,Cell type 1_31000,673,517.512,185.83,60.6797,517.0,185.0,63.0
97,2.5773,Cell type 1_4011,523,230.88,295.57,158.719,232.0,296.0,161.0
97,2.872,Cell type 1_2100111,618,349.479,238.074,102.565,351.0,238.0,105.0
97,3.4523,Cell type 1_2100011,362,433.208,400.676,73.6554,434.0,401.0,77.0
97,3.5473,Cell type 1_21001000,314,461.322,348.894,66.5197,462.0,349.0,70.0
97,3.5549,Cell type 1_210110110,115,253.047,362.599,115.628,254.0,362.0,119.0
97,3.8128,Cell type 1_4000,100,153.79,365.436,101.235,154.0,366.0,105.0
97,3.8521,Cell type 1_311011,644,445.22,265.645,59.4794,446.0,267.0,63.0
97,3.9586,Cell type 1_101111,164,199.225,153.587,157.14,200.0,154.0,161.0
97,3.9801,Cell type 1_20011,633,457.354,236.773,108.338,456.0,236.0,112.0
97,4.0707,Cell type 1_101110,140,200.384,182.381,121.995,200.0,183.0,126.0
97,4.1448,Cell type 1_310110,441,549.333,224.184,121.95,549.0,225.0,126.0
97,4.2537,Cell type 1_21001001,657,506.53,379.11,72.7809,506.0,379.0,77.0
97,4.3273,Cell type 1_21111,283,278.623,313.861,65.9,280.0,314.0,70.0
97,4.5917,Cell type 1_2101001,557,396.786,389.975,156.692,398.0,391.0,161.0
97,4.6194,Cell type 1_20010,434,508.797,161.501,114.568,510.0,162.0,119.0
97,4.6985,Cell type 1_211011,261,158.084,301.063,58.3027,158.0,301.0,63.0
97,5.3242,Cell type 1_20110,466,443.573,151.056,176.707,443.0,151.0,182.0
97,5.4096,Cell type 1_2101110,324,251.07,407.432,78.6081,251.0,407.0,84.0
97,5.5687,Cell type 1_310100,504,592.229,253.635,148.497,593.0,254.0,154.0
97,5.5787,Cell type 1_211010,13,139.091,257.015,78.4221,139.0,257.0,84.0
97,5.6626,Cell type 1_2100001,370,441.1,414.795,113.342,441.0,415.0,119.0
97,5.8211,Cell type 1_3001,720,427.496,348.094,155.781,429.0,346.0,161.0
97,5.9293,Cell type 1_3000,719,497.081,277.431,163.747,495.0,281.0,168.0
97,5.9358,Cell type 1_310111,688,588.792,217.736,99.1137,589.0,217.0,105.0
97,5.956,Cell type 1_1001,133,135.658,219.589,148.068,136.0,220.0,154.0
97,5.9978,Cell type 1_2101000,346,388.39,422.957,106.015,388.0,423.0,112.0
97,6.4381,Cell type 1_301,704,516.083,381.424,148.077,514.0,380.0,154.0
97,6.5297,Cell type 1_2101100,542,327.862,384.947,140.472,328.0,385.0,147.0
97,6.7523,Cell type 1_3110100,234,396.694,192.422,56.2794,397.0,193.0,63.0
97,6.9475,Cell type 1_31100,651,508.333,300.881,63.0615,508.0,301.0,70.0
97,7.0978,Cell type 1_4010,516,182.255,297.506,153.924,182.0,298.0,161.0
97,7.3718,Cell type 1_21110,276,208.868,346.198,55.7599,210.0,347.0,63.0
97,7.4201,Cell type 1_1010,44,185.292,206.425,55.608,185.0,207.0,63.0
97,7.6241,Cell type 1_310101,695,597.827,301.693,104.384,598.0,302.0,112.0
97,7.9194,Cell type 1_2101111,331,299.338,369.145,55.1096,300.0,369.0,63.0
97,8.3448,Cell type 1_410,538,314.841,330.723,159.755,315.0,332.0,168.0
97,8.3759,Cell type 1_1101,69,123.654,306.504,117.646,124.0,307.0,126.0
97,8.6051,Cell type 1_201011,419,401.677,100.253,82.4335,402.0,101.0,91.0
97,8.6054,Cell type 1_1000,148,172.97,210.094,173.457,174.0,210.0,182.0
97,8.7755,Cell type 1_2100010,355,357.566,380.869,54.2438,357.0,381.0,63.0
97,8.922,Cell type 1_2100110,299,357.158,269.462,54.1341,358.0,270.0,63.0
97,9.0941,Cell type 1_2100101,307,384.828,330.663,60.9138,385.0,331.0,70.0
97,9.108,Cell type 1_1110,21,170.855,248.342,116.917,171.0,249.0,126.0
97,9.3404,Cell type 1_20000,482,508.02,131.312,151.685,508.0,132.0,161.0
97,9.4426,Cell type 1_4001,84,158.0,349.104,144.558,158.0,349.0,154.0
97,9.6201,Cell type 1_1100,6,115.265,251.421,116.401,115.0,252.0,126.0
97,9.6565,Cell type 1_31001,680,552.675,263.122,68.7722,554.0,268.0,77.0
97,9.7264,Cell type 1_201110,497,547.75,205.792,172.279,548.0,206.0,182.0
97,9.7691,Cell type 1_2100000,377,512.606,401.751,116.242,513.0,402.0,126.0
97,9.816,Cell type 1_201010,426,482.105,124.213,81.1869,482.0,124.0,91.0
97,9.8947,Cell type 1_211000,268,215.684,268.315,53.1154,216.0,268.0,63.0
97,9.9121,Cell type 1_10110,196,202.025,141.161,95.0892,202.0,141.0,105.0
97,10.0225,Cell type 1_20001,489,570.886,172.03,130.064,570.0,173.0,140.0
97,10.1774,Cell type 1_3110101,242,377.762,146.181,87.827,378.0,146.0,98.0
97,10.2667,Cell type 1_21011010,122,330.102,379.015,87.7812,330.0,380.0,98.0
97,10.289,Cell type 1_211001,52,211.041,242.073,80.7561,212.0,242.0,91.0
97,10.4356,Cell type 1_201000,410,439.009,130.534,115.622,440.0,131.0,126.0
97,10.455,Cell type 1_201111,473,503.311,188.18,171.6,504.0,189.0,182.0
97,11.8885,Cell type 1_411,531,273.145,328.069,156.167,272.0,328.0,168.0
97,14.2852,Cell type 1_1111,28,241.937,253.794,118.351,254.0,254.0,126.0
98,1.0132,Cell type 1_201110,497,543.745,200.774,174.398,544.0,200.0,175.0
98,1.1739,Cell type 1_201001,458,444.853,122.256,146.104,445.0,123.0,147.0
98,1.5551,Cell type 1_211111,283,282.485,321.789,68.5479,283.0,322.0,70.0
98,3.1685,Cell type 1_301,704,521.981,378.297,152.07,523.0,376.0,154.0
98,3.4881,Cell type 1_310110,441,541.483,219.327,122.561,541.0,219.0,126.0
98,3.614,Cell type 1_201111,473,494.383,181.932,171.407,494.0,182.0,175.0
98,3.9211,Cell type 1_1111,28,248.393,257.305,115.189,249.0,258.0,119.0
98,3.9677,Cell type 1_2100011,362,432.944,403.286,73.043,433.0,403.0,77.0
98,4.0402,Cell type 1_21011000,550,355.492,387.044,143.252,357.0,387.0,147.0
98,4.2554,Cell type 1_20000,482,499.183,126.935,149.749,499.0,127.0,154.0
98,4.4239,Cell type 1_2101000,346,390.971,419.294,107.586,391.0,419.0,112.0
98,4.4257,Cell type 1_20011,633,456.789,241.657,115.699,455.0,244.0,119.0
98,4.5297,Cell type 1_201010,426,481.355,127.115,79.4857,481.0,127.0,84.0
98,4.5962,Cell type 1_20010,434,505.384,160.141,114.527,506.0,161.0,119.0
98,4.6308,Cell type 1_2100000,377,515.113,403.705,121.38,515.0,404.0,126.0
98,4.8737,Cell type 1_4010,516,171.244,291.059,156.249,171.0,290.0,161.0
98,4.8958,Cell type 1_211010,13,139.448,255.216,72.1295,139.0,255.0,77.0
98,4.9095,Cell type 1_101110,140,204.652,180.048,121.228,204.0,181.0,126.0
98,4.9554,Cell type 1_21001001,657,509.47,374.674,72.0838,510.0,375.0,77.0
98,4.9728,Cell type 1_4001,84,155.667,346.382,142.087,155.0,346.0,147.0
98,5.1541,Cell type 1_2100001,370,447.879,415.445,113.989,449.0,415.0,119.0
98,5.1743,Cell type 1_21110,276,215.253,353.489,57.9055,216.0,354.0,63.0
98,5.2339,Cell type 1_1100,6,116.38,247.206,113.784,116.0,247.0,119.0
98,5.2815,Cell type 1_201000,410,433.084,124.138,113.79,433.0,125.0,119.0
98,5.49,Cell type 1_1000,148,172.966,208.745,169.516,173.0,209.0,175.0
98,5.517,Cell type 1_201011,419,403.778,105.291,78.5333,404.0,106.0,84.0
98,5.5679,Cell type 1_3110111,644,451.587,274.433,57.6443,453.0,275.0,63.0
98,5.7485,Cell type 1_210110110,115,257.818,357.203,113.258,258.0,357.0,119.0
98,6.116,Cell type 1_410,538,327.586,331.247,162.661,330.0,333.0,168.0
98,6.1337,Cell type 1_2100101,307,385.93,334.749,63.8718,386.0,335.0,70.0
98,6.1533,Cell type 1_31001,680,556.799,257.549,70.8665,557.0,258.0,77.0
98,6.1552,Cell type 1_211001,52,214.908,243.509,77.8651,215.0,244.0,84.0
98,6.1698,Cell type 1_10110,196,202.944,138.978,91.9157,203.0,140.0,98.0
98,6.3667,Cell type 1_310111,688,584.945,212.264,91.639,585.0,212.0,98.0
98,6.7313,Cell type 1_2101111,331,294.809,378.872,56.2726,295.0,379.0,63.0
98,6.8985,Cell type 1_2101110,324,245.241,409.066,84.1437,246.0,409.0,91.0
98,7.0382,Cell type 1_310100,504,594.995,245.44,147.055,594.0,246.0,154.0
98,7.0583,Cell type 1_210110111,91,245.326,391.966,146.974,246.0,392.0,154.0
98,7.0999,Cell type 1_20001,489,567.292,169.654,132.944,568.0,170.0,140.0
98,7.1718,Cell type 1_3110100,234,395.057,199.283,55.8644,395.0,200.0,63.0
98,7.1763,Cell type 1_1101,69,120.054,298.876,118.825,120.0,299.0,126.0
98,7.251,Cell type 1_3110101,242,375.651,149.871,83.7794,375.0,150.0,91.0
98,7.4559,Cell type 1_2100111,618,348.097,241.04,104.688,347.0,242.0,112.0
98,7.7238,Cell type 1_210101,611,367.342,318.741,111.34,368.0,318.0,119.0
98,7.7254,Cell type 1_21011010,122,325.569,381.193,90.289,326.0,381.0,98.0
98,7.9586,Cell type 1_2100010,355,351.849,383.781,55.0458,352.0,384.0,63.0
98,8.0092,Cell type 1_211110,59,285.62,258.998,76.3526,288.0,259.0,84.0
98,8.0451,Cell type 1_2100110,299,361.932,276.699,54.9608,362.0,277.0,63.0
98,8.1079,Cell type 1_31110,626,455.582,324.037,110.903,456.0,324.0,119.0
98,8.1649,Cell type 1_1001,133,132.159,220.922,145.837,132.0,221.0,154.0
98,8.2132,Cell type 1_1010,44,186.259,210.578,54.8312,187.0,211.0,63.0
98,8.3055,Cell type 1_31111,664,565.817,346.437,96.7156,566.0,347.0,105.0
98,8.3737,Cell type 1_101111,164,201.402,150.621,152.659,201.0,150.0,161.0
98,8.379,Cell type 1_21001000,314,460.01,350.332,68.6477,460.0,351.0,77.0
98,8.5675,Cell type 1_2101001,557,409.646,389.656,152.546,410.0,391.0,161.0
98,8.5854,Cell type 1_20110,466,433.1,149.067,173.466,433.0,150.0,182.0
98,8.6135,Cell type 1_31000,673,517.997,182.002,61.5028,517.0,183.0,70.0
98,8.7578,Cell type 1_4000,100,155.245,369.081,103.246,155.0,369.0,112.0
98,8.7831,Cell type 1_1110,21,176.273,242.87,117.248,177.0,243.0,126.0
98,9.2888,Cell type 1_310101,695,599.81,295.243,109.744,600.0,296.0,119.0
98,9.4396,Cell type 1_4011,523,229.689,285.442,158.582,230.0,286.0,168.0
98,9.4861,Cell type 1_31100,651,508.333,300.881,63.0615,514.0,304.0,70.0
98,9.6005,Cell type 1_3001,720,437.677,345.2,163.593,438.0,345.0,154.0
98,9.8406,Cell type 1_211011,261,157.925,306.413,60.1684,158.0,306.0,70.0
98,9.9598,Cell type 1_211000,268,219.056,276.192,53.0422,219.0,276.0,63.0
98,11.7044,Cell type 1_30001,719,497.21,275.177,157.567,495.0,280.0,168.0
98,12.4106,Cell type 1_21011001,543,316.023,386.05,141.628,317.0,386.0,154.0
98,16.0746,Cell type 1_411,531,273.145,328.069,156.167,263.0,332.0,168.0
99,0.3902,Cell type 1_2100101,307,382.965,339.615,63.0533,383.0,340.0,63.0
99,0.9172,Cell type 1_2100111,618,353.808,246.434,105.009,353.0,246.0,105.0
99,2.1415,Cell type 1_31110,626,448.911,317.936,110.063,448.0,318.0,112.0
99,2.461,Cell type 1_21011000,550,354.022,382.784,144.752,355.0,383.0,147.0
99,2.5816,Cell type 1_1000,148,162.556,208.81,165.464,163.0,209.0,168.0
99,2.7414,Cell type 1_210110101,122,319.906,386.03,95.4865,321.0,386.0,98.0
99,3.0461,Cell type 1_4000,100,155.95,366.402,101.981,156.0,366.0,105.0
99,3.2774,Cell type 1_1110,21,178.594,242.488,115.814,178.0,242.0,119.0
99,3.5595,Cell type 1_21001001,657,513.033,372.501,73.6307,512.0,372.0,77.0
99,3.7585,Cell type 1_310110,441,543.015,212.3,122.648,543.0,214.0,126.0
99,3.7893,Cell type 1_201000,410,432.649,124.305,115.332,432.0,125.0,119.0
99,3.826,Cell type 1_2101111,331,292.989,383.309,59.323,294.0,383.0,63.0
99,3.8564,Cell type 1_2100011,362,431.993,402.789,73.1494,432.0,403.0,77.0
99,3.9723,Cell type 1_21011100,107,204.9,386.219,108.035,205.0,386.0,112.0
99,4.0639,Cell type 1_2101001,557,420.712,389.371,150.288,421.0,391.0,154.0
99,4.6358,Cell type 1_2100001,370,452.102,415.791,107.37,452.0,416.0,112.0
99,4.6869,Cell type 1_31100,651,514.962,299.02,65.5188,514.0,300.0,70.0
99,4.7269,Cell type 1_210110111,91,231.789,385.102,149.432,233.0,385.0,154.0
99,4.7902,Cell type 1_411,531,267.571,328.067,164.426,270.0,326.0,168.0
99,4.8147,Cell type 1_301,704,521.539,377.213,146.769,522.0,382.0,147.0
99,4.9282,Cell type 1_211001,52,216.151,248.541,79.0955,216.0,249.0,84.0
99,5.0728,Cell type 1_2101000,346,391.38,421.806,106.969,392.0,422.0,112.0
99,5.1533,Cell type 1_31000,673,510.776,183.162,58.0398,510.0,182.0,63.0
99,5.1616,Cell type 1_310101,695,600.782,291.228,106.848,601.0,291.0,112.0
99,5.2243,Cell type 1_211011,261,158.924,305.17,57.779,159.0,305.0,63.0
99,5.3615,Cell type 1_201010,426,475.981,125.501,79.0583,478.0,126.0,84.0
99,5.4463,Cell type 1_210110110,115,256.256,358.445,113.578,256.0,358.0,119.0
99,5.4641,Cell type 1_21011101,324,244.592,410.578,92.5819,245.0,410.0,98.0
99,5.6212,Cell type 1_211111,283,290.543,326.205,71.4088,290.0,326.0,77.0
99,5.7111,Cell type 1_20010,434,502.131,154.217,113.41,503.0,155.0,119.0
99,5.7121,Cell type 1_1101,69,122.178,299.164,113.293,122.0,299.0,119.0
99,5.8745,Cell type 1_21001000,314,459.672,354.962,71.1348,460.0,355.0,77.0
99,5.9787,Cell type 1_20001,489,557.719,162.887,134.029,558.0,163.0,140.0
99,6.0233,Cell type 1_1100,6,112.804,244.778,105.984,113.0,245.0,112.0
99,6.0259,Cell type 1_2100010,355,349.161,390.121,57.034,350.0,390.0,63.0
99,6.1058,Cell type 1_210101,611,367.133,321.945,113.377,365.0,323.0,119.0
99,6.217,Cell type 1_4010,516,165.512,285.151,154.804,166.0,285.0,161.0
99,6.2979,Cell type 1_2100000,377,515.27,402.507,119.764,516.0,403.0,126.0
99,6.3037,Cell type 1_201111,473,491.549,179.383,168.932,491.0,181.0,175.0
99,6.3763,Cell type 1_31001,680,556.799,257.549,70.8665,556.0,256.0,77.0
99,6.5249,Cell type 1_10110,196,203.761,141.526,84.4967,204.0,142.0,91.0
99,6.5778,Cell type 1_3110100,234,396.127,208.177,56.4258,396.0,208.0,63.0
99,6.6208,Cell type 1_21011001,543,299.609,382.093,147.47,299.0,383.0,154.0
99,6.6471,Cell type 1_3001,720,437.109,341.481,163.994,441.0,337.0,161.0
99,6.6571,Cell type 1_31111,664,568.755,343.442,98.4006,568.0,343.0,105.0
99,6.8558,Cell type 1_3110111,644,451.916,272.843,56.2323,453.0,273.0,63.0
99,6.8976,Cell type 1_1001,133,132.238,215.498,140.163,133.0,216.0,147.0
99,7.2033,Cell type 1_310111,688,580.561,210.704,90.8247,580.0,211.0,98.0
99,7.2735,Cell type 1_1111,28,252.822,253.595,111.74,253.0,254.0,119.0
99,7.2904,Cell type 1_201011,419,403.431,104.699,76.7381,404.0,105.0,84.0
