frame,gt_label,gt_x,gt_y,gt_z,nearest_pred_dist,nearest_pred_name,nearest_pred_x,nearest_pred_y,nearest_pred_z
79,210,278.0,200.0,119.0,121.3937,Cell type 1_3110,381.725,240.709,70.8302
79,226,321.0,170.0,70.0,93.2093,Cell type 1_3110,381.725,240.709,70.8302
79,241,383.0,168.0,105.0,80.348,Cell type 1_3110,381.725,240.709,70.8302
79,291,263.0,251.0,70.0,75.9723,Cell type 1_2110,192.969,279.601,62.9691
79,387,311.0,108.0,105.0,143.8701,Cell type 1_2010,446.624,115.931,152.348
79,402,377.0,127.0,154.0,70.5178,Cell type 1_2010,446.624,115.931,152.348
79,418,423.0,111.0,98.0,59.4652,Cell type 1_2010,446.624,115.931,152.348
79,496,572.0,224.0,154.0,73.9084,Cell type 1_2000,551.854,154.126,140.801
79,557,438.0,396.0,175.0,61.3167,Cell type 1_210101,395.223,366.205,142.718
79,566,284.0,223.0,168.0,90.799,Cell type 1_41,287.998,313.664,165.081
79,579,384.0,273.0,168.0,62.7416,Cell type 1_210011,383.411,302.964,112.879
79,591,396.0,186.0,175.0,89.362,Cell type 1_2010,446.624,115.931,152.348
79,602,470.0,279.0,182.0,65.9819,Cell type 1_20011,466.694,245.162,125.452
79,711,572.0,281.0,154.0,77.3876,Cell type 1_3101,557.883,252.311,83.5267
80,51,231.0,238.0,112.0,70.7478,Cell type 1_2110,195.326,277.878,65.7144
80,68,162.0,335.0,105.0,76.6423,Cell type 1_111,161.176,272.598,149.49
80,83,210.0,375.0,140.0,73.9627,Cell type 1_40,194.027,311.237,173.906
80,99,223.0,392.0,98.0,74.6113,Cell type 1_2111,259.49,331.655,73.6319
80,147,224.0,199.0,168.0,72.2143,Cell type 1_100,157.155,193.771,141.18
80,163,230.0,132.0,140.0,95.5167,Cell type 1_100,157.155,193.771,141.18
80,178,309.0,136.0,168.0,141.0676,Cell type 1_20101,426.759,115.171,93.1732
80,195,221.0,165.0,77.0,78.67,Cell type 1_101,151.93,201.838,84.8271
80,210,284.0,198.0,119.0,90.1956,Cell type 1_31101,350.605,229.887,67.2096
80,226,317.0,162.0,70.0,75.8006,Cell type 1_31101,350.605,229.887,67.2096
80,241,385.0,177.0,112.0,76.9486,Cell type 1_20101,426.759,115.171,93.1732
80,291,260.0,250.0,70.0,70.5569,Cell type 1_2110,195.326,277.878,65.7144
80,387,309.0,108.0,105.0,118.5685,Cell type 1_20101,426.759,115.171,93.1732
80,402,377.0,133.0,154.0,79.6436,Cell type 1_20100,455.9,122.194,155.06
80,496,579.0,230.0,154.0,78.7349,Cell type 1_2000,559.027,161.206,121.325
80,557,445.0,394.0,175.0,65.5561,Cell type 1_210101,394.901,368.09,141.588
80,566,292.0,236.0,175.0,78.9688,Cell type 1_41,289.584,314.198,164.262
80,579,390.0,264.0,175.0,72.224,Cell type 1_210011,380.289,298.242,112.155
80,591,405.0,192.0,175.0,88.6639,Cell type 1_20100,455.9,122.194,155.06
80,602,472.0,275.0,182.0,71.5081,Cell type 1_20011,458.296,242.366,119.866
80,711,581.0,293.0,147.0,79.9761,Cell type 1_300,537.57,359.004,159.389
81,51,231.0,243.0,119.0,75.0794,Cell type 1_2110,196.492,281.813,64.7813
81,68,168.0,337.0,105.0,72.8412,Cell type 1_40,198.751,315.164,167.317
81,83,222.0,377.0,140.0,71.4872,Cell type 1_40,198.751,315.164,167.317
81,99,224.0,398.0,91.0,77.2195,Cell type 1_2111,259.49,331.655,73.6319
81,147,225.0,206.0,168.0,71.6763,Cell type 1_100,158.125,197.291,143.723
81,163,229.0,134.0,140.0,95.094,Cell type 1_100,158.125,197.291,143.723
81,178,312.0,139.0,168.0,130.7416,Cell type 1_20101,421.775,115.475,100.997
81,195,221.0,167.0,84.0,79.936,Cell type 1_101,148.825,198.43,97.8812
81,210,287.0,197.0,119.0,91.6479,Cell type 1_31101,355.838,223.687,64.7001
81,226,310.0,156.0,70.0,81.9191,Cell type 1_31101,355.838,223.687,64.7001
81,241,386.0,181.0,112.0,70.4926,Cell type 1_31101,355.838,223.687,64.7001
81,291,269.0,245.0,63.0,81.3374,Cell type 1_2110,196.492,281.813,64.7813
81,387,310.0,110.0,112.0,112.4486,Cell type 1_20101,421.775,115.475,100.997
81,402,374.0,137.0,147.0,69.7284,Cell type 1_20101,421.775,115.475,100.997
81,496,578.0,221.0,154.0,75.3944,Cell type 1_3101,561.589,244.044,84.1146
81,557,450.0,395.0,175.0,70.3602,Cell type 1_210101,395.786,363.068,143.508
81,566,292.0,236.0,168.0,88.3156,Cell type 1_41,281.804,323.663,171.298
81,579,382.0,274.0,175.0,63.4399,Cell type 1_210011,380.858,297.048,115.906
81,591,403.0,198.0,168.0,87.952,Cell type 1_20011,461.528,244.869,122.029
81,602,470.0,274.0,182.0,67.208,Cell type 1_20011,461.528,244.869,122.029
81,711,577.0,295.0,147.0,74.8881,Cell type 1_300,536.66,356.639,160.474
82,51,231.0,253.0,112.0,61.899,Cell type 1_2110,201.239,279.7,64.7466
82,68,169.0,340.0,105.0,73.385,Cell type 1_40,198.751,315.164,167.317
82,83,221.0,377.0,140.0,71.1683,Cell type 1_40,198.751,315.164,167.317
82,99,231.0,397.0,91.0,72.2642,Cell type 1_2111,258.201,332.217,74.1067
82,147,224.0,205.0,168.0,70.8263,Cell type 1_100,159.119,196.358,140.942
82,163,233.0,144.0,140.0,90.5574,Cell type 1_100,159.119,196.358,140.942
82,178,313.0,142.0,168.0,131.9449,Cell type 1_20101,421.746,118.933,96.9249
82,195,217.0,165.0,84.0,76.1956,Cell type 1_101,154.31,204.306,102.187
82,210,285.0,192.0,112.0,95.715,Cell type 1_31101,361.733,221.351,62.8886
82,226,305.0,152.0,77.0,90.7046,Cell type 1_31101,361.733,221.351,62.8886
82,241,388.0,185.0,105.0,61.5201,Cell type 1_31101,361.733,221.351,62.8886
82,291,278.0,241.0,63.0,85.9825,Cell type 1_2110,201.239,279.7,64.7466
82,387,309.0,114.0,112.0,113.8563,Cell type 1_20101,421.746,118.933,96.9249
82,402,372.0,136.0,147.0,72.6186,Cell type 1_20101,421.746,118.933,96.9249
82,496,578.0,228.0,161.0,79.9099,Cell type 1_2011,516.016,177.747,165.267
82,557,449.0,397.0,175.0,71.9301,Cell type 1_210101,401.004,352.427,145.275
82,566,292.0,239.0,175.0,92.1258,Cell type 1_41,275.776,329.421,168.073
82,579,375.0,270.0,168.0,62.6839,Cell type 1_210011,374.138,295.293,110.652
82,591,401.0,200.0,175.0,90.5464,Cell type 1_20011,455.353,242.541,116.394
82,602,467.0,269.0,182.0,71.6929,Cell type 1_20011,455.353,242.541,116.394
82,711,572.0,302.0,140.0,63.409,Cell type 1_31010,566.651,269.132,86.0391
83,51,238.0,255.0,112.0,66.3116,Cell type 1_2110,199.274,279.864,64.2579
83,68,166.0,341.0,105.0,73.4157,Cell type 1_111,176.82,274.536,134.246
83,83,224.0,378.0,133.0,75.9179,Cell type 1_40,198.751,315.164,167.317
83,99,231.0,395.0,91.0,78.1921,Cell type 1_2111,266.213,328.471,69.8355
83,147,225.0,208.0,168.0,73.7698,Cell type 1_100,158.358,197.893,138.022
83,163,229.0,148.0,147.0,86.9495,Cell type 1_100,158.358,197.893,138.022
83,178,312.0,138.0,168.0,132.3925,Cell type 1_20101,420.147,118.49,94.1666
83,195,217.0,166.0,77.0,74.9933,Cell type 1_101,152.52,203.546,84.525
83,210,287.0,189.0,119.0,102.8535,Cell type 1_31101,364.193,223.366,60.3565
83,226,310.0,160.0,77.0,85.0243,Cell type 1_31101,364.193,223.366,60.3565
83,241,386.0,188.0,98.0,56.0654,Cell type 1_31101,364.193,223.366,60.3565
83,291,280.0,240.0,63.0,85.8612,Cell type 1_31101,364.193,223.366,60.3565
83,387,308.0,114.0,112.0,113.6448,Cell type 1_20101,420.147,118.49,94.1666
83,402,373.0,134.0,147.0,72.4898,Cell type 1_20101,420.147,118.49,94.1666
83,496,575.0,230.0,154.0,78.7912,Cell type 1_2011,515.805,178.427,160.651
83,557,445.0,401.0,168.0,74.2498,Cell type 1_210101,402.061,346.106,142.389
83,566,295.0,235.0,168.0,93.4139,Cell type 1_41,276.341,326.385,162.825
83,579,372.0,267.0,161.0,56.6858,Cell type 1_210011,375.166,288.887,108.806
83,591,405.0,203.0,168.0,83.1474,Cell type 1_20011,454.81,241.608,113.761
83,602,473.0,259.0,175.0,66.2086,Cell type 1_20011,454.81,241.608,113.761
83,711,576.0,306.0,147.0,66.5758,Cell type 1_31010,562.031,281.456,86.7107
84,51,243.0,256.0,105.0,61.7102,Cell type 1_2110,203.546,279.784,63.9408
84,68,166.0,345.0,112.0,66.105,Cell type 1_111,180.03,284.532,134.73
84,83,229.0,379.0,140.0,74.3673,Cell type 1_41,276.341,326.385,162.825
84,99,235.0,395.0,98.0,60.5736,Cell type 1_21110,235.906,344.155,65.0891
84,147,223.0,214.0,175.0,75.7796,Cell type 1_100,158.502,199.064,138.129
84,163,233.0,149.0,147.0,90.1945,Cell type 1_100,158.502,199.064,138.129
84,178,308.0,142.0,168.0,129.534,Cell type 1_20101,416.471,106.303,106.854
84,195,208.0,160.0,84.0,72.5974,Cell type 1_101,152.245,206.476,82.6807
84,210,282.0,191.0,119.0,107.0794,Cell type 1_31101,367.154,222.47,62.216
84,226,317.0,165.0,77.0,77.6968,Cell type 1_31101,367.154,222.47,62.216
84,241,387.0,187.0,105.0,59.0123,Cell type 1_31101,367.154,222.47,62.216
84,291,282.0,242.0,63.0,80.0632,Cell type 1_21111,292.52,320.829,72.2435
84,387,308.0,116.0,112.0,109.0251,Cell type 1_20101,416.471,106.303,106.854
84,402,377.0,127.0,161.0,70.1293,Cell type 1_20101,416.471,106.303,106.854
84,496,579.0,233.0,154.0,83.6482,Cell type 1_31011,569.39,214.177,73.0657
84,557,443.0,399.0,175.0,72.5492,Cell type 1_210101,404.63,344.053,147.216
84,566,294.0,233.0,168.0,95.1808,Cell type 1_41,276.341,326.385,162.825
84,579,375.0,267.0,168.0,53.8751,Cell type 1_210011,376.708,283.934,116.884
84,591,404.0,199.0,175.0,90.9495,Cell type 1_20100,456.772,127.094,157.211
84,602,474.0,252.0,182.0,68.064,Cell type 1_20011,458.147,243.703,116.33
84,711,573.0,304.0,140.0,61.6912,Cell type 1_31010,572.178,283.108,81.9599
85,51,250.0,253.0,105.0,60.1994,Cell type 1_21100,218.211,271.716,57.4275
85,68,154.0,345.0,105.0,71.4154,Cell type 1_21101,175.638,289.739,65.2737
85,83,223.0,378.0,140.0,79.5871,Cell type 1_41,271.216,317.952,160.089
85,99,234.0,391.0,98.0,59.2312,Cell type 1_21110,228.869,345.171,60.8286
85,148,191.0,205.0,175.0,48.7462,Cell type 1_100,158.869,193.913,140.059
85,155,254.0,213.0,168.0,100.6745,Cell type 1_111,185.733,276.756,130.448
85,163,240.0,146.0,154.0,95.2483,Cell type 1_100,158.869,193.913,140.059
85,178,319.0,141.0,161.0,123.3155,Cell type 1_201011,420.162,98.275,104.897
85,196,198.141,152.854,80.97,64.5902,Cell type 1_101,158.995,204.213,79.6525
85,203,229.361,167.159,69.496,80.1719,Cell type 1_101,158.995,204.213,79.6525
85,210,273.0,191.0,126.0,115.0305,Cell type 1_100,158.869,193.913,140.059
85,226,320.0,166.0,77.0,76.5033,Cell type 1_31101,377.149,214.44,61.4982
85,241,392.0,189.0,105.0,52.5372,Cell type 1_31101,377.149,214.44,61.4982
85,291,293.0,253.0,63.0,73.6609,Cell type 1_21111,292.588,326.42,68.938
85,387,313.0,115.0,119.0,109.3724,Cell type 1_201011,420.162,98.275,104.897
85,403,380.0,119.0,161.0,72.0421,Cell type 1_201011,420.162,98.275,104.897
85,410,395.0,149.0,140.0,66.6211,Cell type 1_201011,420.162,98.275,104.897
85,496,575.0,236.0,147.0,76.0054,Cell type 1_2011,520.324,186.202,164.536
85,557,442.0,396.0,175.0,79.771,Cell type 1_210101,397.349,336.146,146.943
85,566,302.0,236.0,168.0,87.8998,Cell type 1_41,271.216,317.952,160.089
85,579,373.0,264.0,168.0,56.9159,Cell type 1_210011,373.522,280.15,113.426
85,591,410.0,198.0,175.0,90.9543,Cell type 1_20011,459.371,244.865,114.677
85,602,483.0,249.0,175.0,64.9176,Cell type 1_20011,459.371,244.865,114.677
85,657,462.0,336.0,63.0,36.6141,Cell type 1_31111,497.821,333.793,70.2509
85,664,512.0,324.0,77.0,18.5067,Cell type 1_31111,497.821,333.793,70.2509
85,711,568.0,306.0,140.0,61.3604,Cell type 1_31010,573.105,295.946,79.6845
86,6,121.58,259.303,112.046,9.027,Cell type 1_110,123.679,264.004,104.631
86,51,256.0,252.0,105.0,63.7096,Cell type 1_21100,219.208,269.509,56.0235
86,69,138.0,337.0,119.0,73.1492,Cell type 1_40,186.624,318.63,170.469
86,76,173.0,341.0,105.0,66.842,Cell type 1_21101,171.048,289.533,62.3949
86,84,208.088,371.673,145.093,62.5956,Cell type 1_40,186.624,318.63,170.469
86,91,239.283,377.961,142.701,67.3487,Cell type 1_2101101,302.959,372.404,121.48
86,99,233.0,389.0,98.0,61.6284,Cell type 1_21110,227.221,343.372,56.9787
86,155,249.0,216.0,175.0,63.2662,Cell type 1_1000,187.531,203.064,167.461
86,163,232.0,143.0,140.0,79.6196,Cell type 1_1000,187.531,203.064,167.461
86,178,321.0,150.0,168.0,112.4162,Cell type 1_311010,396.456,186.783,93.2283
86,196,203.0,144.0,91.0,70.4669,Cell type 1_101,165.724,203.419,84.2567
86,203,244.0,162.0,70.0,89.699,Cell type 1_101,165.724,203.419,84.2567
86,211,257.0,189.0,133.0,78.8118,Cell type 1_1000,187.531,203.064,167.461
86,218,314.0,203.0,126.0,90.1996,Cell type 1_311010,396.456,186.783,93.2283
86,226,325.0,166.0,84.0,74.987,Cell type 1_311010,396.456,186.783,93.2283
86,292,278.611,254.543,55.037,61.2672,Cell type 1_21100,219.208,269.509,56.0235
86,299,307.413,255.339,56.955,80.3994,Cell type 1_311011,381.199,223.694,61.2307
86,307,348.0,309.0,70.0,18.8919,Cell type 1_210010,366.697,311.498,71.0427
86,314,398.0,317.0,70.0,31.8,Cell type 1_210010,366.697,311.498,71.0427
86,339,357.0,422.0,119.0,20.2626,Cell type 1_210100,377.116,419.575,119.202
86,346,398.0,418.0,119.0,20.9443,Cell type 1_210100,377.116,419.575,119.202
86,387,313.0,116.0,119.0,103.2459,Cell type 1_201011,411.938,97.6191,95.9106
86,403,380.0,118.0,168.0,80.1477,Cell type 1_20100,456.805,126.559,146.754
86,410,412.0,154.0,140.0,52.9728,Cell type 1_20100,456.805,126.559,146.754
86,441,518.0,212.0,98.0,56.5945,Cell type 1_20010,496.367,161.255,110.645
86,497,574.618,231.747,146.47,54.1653,Cell type 1_20111,533.678,200.565,163.366
86,504,580.181,251.779,139.204,70.8003,Cell type 1_31011,581.407,220.048,75.9243
86,557,434.0,398.0,175.0,82.5511,Cell type 1_210100,377.116,419.575,119.202
86,566,306.0,232.0,161.0,89.3097,Cell type 1_41,273.694,315.256,161.993
86,579,375.0,259.0,168.0,59.3596,Cell type 1_210011,376.624,276.331,111.25
86,591,409.0,193.0,175.0,82.9615,Cell type 1_311010,396.456,186.783,93.2283
86,602,482.0,247.0,182.0,69.7198,Cell type 1_20011,464.374,244.678,114.585
86,657,464.0,341.0,63.0,54.6013,Cell type 1_210000,458.224,387.019,91.813
86,711,567.0,311.0,154.0,72.239,Cell type 1_31010,582.274,305.106,83.6406
87,13,139.0,258.0,91.0,39.0002,Cell type 1_110,121.272,261.957,125.512
87,44,185.0,196.0,70.0,26.7751,Cell type 1_101,167.272,194.038,89.9694
87,51,247.0,251.0,98.0,44.8861,Cell type 1_21100,219.616,265.142,65.3674
87,69,132.0,325.0,126.0,62.6004,Cell type 1_400,182.352,357.318,144.413
87,76,173.0,331.0,98.0,54.1688,Cell type 1_400,182.352,357.318,144.413
87,91,242.0,374.0,154.0,58.4224,Cell type 1_2101101,293.72,371.814,126.918
87,99,225.0,380.0,98.0,50.9908,Cell type 1_21110,216.892,354.339,54.6891
87,140,185.0,179.0,126.0,29.7382,Cell type 1_1001,159.014,193.116,129.135
87,155,247.0,217.0,175.0,66.4438,Cell type 1_1000,182.583,202.868,166.906
87,164,216.0,148.0,154.0,65.5268,Cell type 1_1000,182.583,202.868,166.906
87,171,261.0,137.0,147.0,104.3267,Cell type 1_1000,182.583,202.868,166.906
87,179,311.0,142.0,175.0,116.4117,Cell type 1_201000,416.118,153.273,126.268
87,186,347.0,163.0,154.0,75.1064,Cell type 1_201000,416.118,153.273,126.268
87,196,212.0,138.0,91.0,71.7071,Cell type 1_101,167.272,194.038,89.9694
87,203,242.0,153.0,70.0,87.5624,Cell type 1_101,167.272,194.038,89.9694
87,211,255.0,190.0,133.0,80.9903,Cell type 1_1000,182.583,202.868,166.906
87,218,318.0,211.0,126.0,88.1105,Cell type 1_210011,370.078,278.623,104.126
87,226,325.0,173.0,70.0,75.8193,Cell type 1_311010,397.161,182.27,91.3407
87,268,204.0,273.0,56.0,19.8332,Cell type 1_21100,219.616,265.142,65.3674
87,292,254.0,247.0,63.0,38.9486,Cell type 1_21100,219.616,265.142,65.3674
87,299,312.0,256.0,70.0,71.0594,Cell type 1_210011,370.078,278.623,104.126
87,339,348.0,427.0,119.0,55.7782,Cell type 1_210100,402.721,416.283,120.401
87,388,304.0,113.0,119.0,101.541,Cell type 1_201011,400.607,97.5298,91.8275
87,395,325.0,123.0,105.0,80.862,Cell type 1_201011,400.607,97.5298,91.8275
87,403,375.0,113.0,161.0,67.2229,Cell type 1_201000,416.118,153.273,126.268
87,458,476.0,129.0,140.0,39.62,Cell type 1_201001,442.728,112.678,154.011
87,497,577.0,225.0,154.0,56.0212,Cell type 1_20111,524.233,208.498,163.039
87,504,587.0,263.0,140.0,74.6769,Cell type 1_310111,584.98,217.612,80.7337
87,557,426.0,390.0,175.0,64.9135,Cell type 1_210100,402.721,416.283,120.401
87,566,306.0,232.0,161.0,84.1981,Cell type 1_41,272.389,309.198,160.691
87,579,377.0,262.0,168.0,66.3636,Cell type 1_210011,370.078,278.623,104.126
87,591,415.0,188.0,175.0,59.85,Cell type 1_201000,416.118,153.273,126.268
87,602,472.0,240.0,175.0,62.1589,Cell type 1_20111,524.233,208.498,163.039
87,657,471.0,345.0,56.0,57.8289,Cell type 1_31111,523.823,330.382,74.4453
87,711,560.0,308.0,154.0,71.7861,Cell type 1_31010,583.492,316.573,86.7105
88,13,144.0,261.0,91.0,29.7728,Cell type 1_110,123.79,263.095,112.762
88,37,149.0,199.0,91.0,18.9618,Cell type 1_101,167.272,194.038,89.9694
88,44,192.0,197.0,70.0,31.9222,Cell type 1_101,167.272,194.038,89.9694
88,52,230.0,250.0,105.0,33.502,Cell type 1_21100,229.284,263.154,74.1967
88,59,274.0,258.0,105.0,54.5429,Cell type 1_21100,229.284,263.154,74.1967
88,69,129.0,324.0,112.0,59.0138,Cell type 1_21101,154.976,291.919,69.8256
88,76,181.0,333.0,91.0,53.0401,Cell type 1_21101,154.976,291.919,69.8256
88,91,241.0,379.0,161.0,52.4554,Cell type 1_21011011,281.356,370.543,128.574
88,99,221.0,383.0,105.0,55.4782,Cell type 1_21110,217.937,361.627,53.8958
88,133,143.0,207.0,140.0,18.9714,Cell type 1_1001,153.83,198.827,126.74
88,140,181.0,186.0,126.0,30.0548,Cell type 1_1001,153.83,198.827,126.74
88,155,251.0,216.0,175.0,76.2217,Cell type 1_1000,175.15,214.045,167.74
88,164,212.0,159.0,168.0,66.2415,Cell type 1_1000,175.15,214.045,167.74
88,171,257.0,138.0,147.0,113.6328,Cell type 1_1000,175.15,214.045,167.74
88,179,301.0,142.0,175.0,130.376,Cell type 1_201000,422.739,144.911,128.427
88,186,345.0,167.0,154.0,83.9076,Cell type 1_311010,398.652,179.039,90.6201
88,196,206.0,138.0,105.0,69.757,Cell type 1_101,167.272,194.038,89.9694
88,203,242.0,151.0,77.0,87.2052,Cell type 1_101,167.272,194.038,89.9694
88,211,254.0,195.0,126.0,87.2805,Cell type 1_1111,204.364,266.792,126.255
88,218,320.0,210.0,126.0,84.6791,Cell type 1_210011,366.943,277.119,104.507
88,227,307.0,171.0,63.0,96.0603,Cell type 1_311010,398.652,179.039,90.6201
88,234,345.0,183.0,70.0,57.6144,Cell type 1_311010,398.652,179.039,90.6201
88,249,409.47,187.237,89.681,13.6058,Cell type 1_311010,398.652,179.039,90.6201
88,268,215.0,281.0,63.0,25.4535,Cell type 1_21100,229.284,263.154,74.1967
88,292,259.0,245.0,56.0,39.2903,Cell type 1_21100,229.284,263.154,74.1967
88,299,323.0,267.0,63.0,61.2879,Cell type 1_210011,366.943,277.119,104.507
88,339,349.0,430.0,126.0,59.9152,Cell type 1_2101100,335.864,388.43,167.1
88,388,301.0,107.0,126.0,100.3913,Cell type 1_201011,396.079,92.856,97.0457
88,395,344.0,126.0,105.0,62.2416,Cell type 1_201011,396.079,92.856,97.0457
88,403,354.0,111.0,154.0,73.1002,Cell type 1_201011,396.079,92.856,97.0457
88,451,433.0,114.0,168.0,23.6525,Cell type 1_201001,450.552,118.434,152.778
88,458,473.0,127.0,147.0,24.7118,Cell type 1_201001,450.552,118.434,152.778
88,497,580.0,229.0,154.0,62.3844,Cell type 1_20111,522.024,212.312,169.878
88,504,591.0,260.0,140.0,74.023,Cell type 1_31010,591.566,314.546,89.9618
88,557,430.0,384.0,175.0,65.0654,Cell type 1_210100,409.354,418.443,123.805
88,566,297.0,230.0,154.0,84.9136,Cell type 1_41,274.19,311.133,164.366
88,579,368.0,261.0,168.0,65.5157,Cell type 1_210011,366.943,277.119,104.507
88,591,410.0,186.0,168.0,58.4518,Cell type 1_201000,422.739,144.911,128.427
88,602,466.0,239.0,168.0,51.9198,Cell type 1_20011,466.623,241.638,116.151
88,657,481.0,347.0,56.0,64.4478,Cell type 1_2100100,421.067,324.813,64.3238
88,711,555.0,290.0,154.0,76.5621,Cell type 1_300,493.857,333.306,169.744
89,37,145.0,198.0,91.0,45.7849,Cell type 1_1001,135.071,205.55,135.053
89,59,278.0,258.0,98.0,53.1415,Cell type 1_211001,225.132,254.407,93.9901
89,76,187.0,331.0,91.0,57.7595,Cell type 1_211011,151.622,296.918,60.6195
89,91,240.0,382.0,161.0,52.8795,Cell type 1_21011011,280.101,373.763,127.529
89,100,191.0,382.0,98.0,52.202,Cell type 1_400,175.761,357.908,141.731
89,107,236.0,390.0,105.0,52.1162,Cell type 1_21011011,280.101,373.763,127.529
89,155,256.0,215.0,182.0,92.3426,Cell type 1_1000,165.114,222.437,167.454
89,164,210.0,160.0,168.0,61.3568,Cell type 1_1011,182.315,186.435,120.048
89,171,257.0,145.0,140.0,87.7086,Cell type 1_1011,182.315,186.435,120.048
89,179,295.0,142.0,182.0,122.6127,Cell type 1_311010,379.479,162.424,95.5128
89,186,341.0,173.0,154.0,70.8042,Cell type 1_311010,379.479,162.424,95.5128
89,196,201.0,140.0,105.0,52.2664,Cell type 1_1011,182.315,186.435,120.048
89,203,236.0,151.0,77.0,65.5278,Cell type 1_1010,190.569,196.594,64.7076
89,211,250.0,200.0,126.0,67.8467,Cell type 1_211001,225.132,254.407,93.9901
89,218,322.0,209.0,119.0,76.1452,Cell type 1_210011,362.419,271.178,101.729
89,227,299.0,172.0,63.0,87.325,Cell type 1_311010,379.479,162.424,95.5128
89,234,351.0,182.0,63.0,47.4484,Cell type 1_311010,379.479,162.424,95.5128
89,249,429.0,191.0,84.0,58.3221,Cell type 1_311010,379.479,162.424,95.5128
89,292,254.0,237.0,56.0,50.7899,Cell type 1_211001,225.132,254.407,93.9901
89,299,328.0,263.0,63.0,52.4546,Cell type 1_210011,362.419,271.178,101.729
89,339,345.0,426.0,112.0,54.5721,Cell type 1_21011010,333.296,374.876,127.082
89,388,293.0,106.0,126.0,104.0082,Cell type 1_201011,391.679,92.5327,96.0203
89,395,334.0,116.0,98.0,62.3017,Cell type 1_201011,391.679,92.5327,96.0203
89,403,339.0,107.0,154.0,79.6619,Cell type 1_201011,391.679,92.5327,96.0203
89,451,421.0,111.0,168.0,52.593,Cell type 1_201001,463.754,120.073,138.746
89,497,578.0,217.0,168.0,53.2114,Cell type 1_20111,524.791,217.106,167.508
89,504,592.0,266.0,140.0,59.2059,Cell type 1_31010,595.808,306.539,97.0183
89,557,426.0,382.0,175.0,57.2555,Cell type 1_3001,467.928,344.035,166.118
89,566,294.0,227.0,154.0,87.9775,Cell type 1_41,278.221,312.981,163.916
89,579,369.0,259.0,168.0,67.7012,Cell type 1_210011,362.419,271.178,101.729
89,591,401.0,187.0,175.0,63.2359,Cell type 1_201000,418.394,148.641,127.832
89,602,461.0,232.0,168.0,61.9149,Cell type 1_20011,461.521,242.58,106.998
89,657,485.0,352.0,63.0,55.2266,Cell type 1_2100000,489.352,391.385,101.469
89,711,552.0,290.0,154.0,59.6109,Cell type 1_3000,497.872,306.966,172.324
90,37,141.0,195.0,98.0,41.6458,Cell type 1_1001,130.609,210.738,135.131
90,59,283.0,261.0,98.0,62.9767,Cell type 1_211001,220.615,253.49,93.7844
90,76,192.0,334.0,91.0,55.1502,Cell type 1_21110,222.892,363.454,56.0759
90,91,244.0,386.0,168.0,44.3907,Cell type 1_21011011,268.299,368.869,135.036
90,100,187.0,387.0,98.0,55.5458,Cell type 1_400,165.463,353.673,136.869
90,107,237.0,388.0,105.0,47.4108,Cell type 1_21011011,268.299,368.869,135.036
90,155,256.0,208.0,182.0,90.2387,Cell type 1_1011,193.745,186.591,120.283
90,164,208.0,160.0,168.0,56.4553,Cell type 1_1011,193.745,186.591,120.283
90,171,252.0,143.0,140.0,75.3829,Cell type 1_1011,193.745,186.591,120.283
90,179,294.0,136.0,182.0,126.3728,Cell type 1_3110101,377.311,160.062,90.074
90,186,345.0,170.0,154.0,72.3139,Cell type 1_3110101,377.311,160.062,90.074
90,196,192.0,146.0,105.0,43.4079,Cell type 1_1011,193.745,186.591,120.283
90,203,236.0,149.0,77.0,67.7893,Cell type 1_1010,191.688,197.821,61.2408
90,211,245.0,204.0,119.0,54.146,Cell type 1_1011,193.745,186.591,120.283
90,218,328.0,205.0,119.0,72.2816,Cell type 1_210011,360.709,265.653,97.1835
90,227,301.0,168.0,56.0,56.1002,Cell type 1_3110100,356.438,176.577,56.5421
90,249,434.0,185.0,77.0,57.0479,Cell type 1_201000,421.34,150.679,120.775
90,292,255.0,231.0,56.0,55.8193,Cell type 1_211001,220.615,253.49,93.7844
90,299,335.0,262.0,63.0,42.9279,Cell type 1_210011,360.709,265.653,97.1835
90,339,340.0,425.0,112.0,51.5428,Cell type 1_21011010,331.649,375.144,122.065
90,388,283.0,106.0,119.0,110.396,Cell type 1_201011,391.343,92.6404,102.55
90,395,334.0,114.0,98.0,61.3609,Cell type 1_201011,391.343,92.6404,102.55
90,403,333.0,107.0,154.0,79.1025,Cell type 1_201011,391.343,92.6404,102.55
90,451,407.0,110.0,168.0,61.4043,Cell type 1_201001,458.944,118.816,136.463
90,473,523.0,222.0,175.0,19.123,Cell type 1_20111,539.751,217.175,167.138
90,497,569.0,211.0,168.0,29.9061,Cell type 1_20111,539.751,217.175,167.138
90,504,595.0,265.0,147.0,59.3532,Cell type 1_31010,598.499,303.796,102.218
90,557,419.0,386.0,175.0,59.9611,Cell type 1_210100,420.805,420.955,126.315
90,566,297.0,232.0,154.0,87.5292,Cell type 1_41,277.536,316.009,169.0
90,579,371.0,262.0,168.0,63.1149,Cell type 1_210101,385.952,310.25,130.16
90,591,391.0,190.0,175.0,73.5324,Cell type 1_201000,421.34,150.679,120.775
90,602,457.0,228.0,168.0,64.4028,Cell type 1_20011,459.013,241.966,105.162
90,657,489.0,360.0,63.0,53.4055,Cell type 1_2100000,506.99,392.303,101.536
